PassengerId,Survived,Pclass,Age,Fare,Sex_encod,C,S
280,1,3,35.0,20.25,0,0,1
281,0,3,65.0,7.75,1,0,0
282,0,3,28.0,7.8542,1,0,1
283,0,3,16.0,9.5,1,0,1
284,1,3,19.0,8.05,1,0,1
285,0,1,29.69911764705882,26.0,1,0,1
286,0,3,33.0,8.6625,1,1,0
287,1,3,30.0,9.5,1,0,1
288,0,3,22.0,7.8958,1,0,1
289,1,2,42.0,13.0,1,0,1
290,1,3,22.0,7.75,0,0,0
291,1,1,26.0,78.85,0,0,1
292,1,1,19.0,91.0792,0,1,0
293,0,2,36.0,12.875,1,1,0
294,0,3,24.0,8.85,0,0,1
295,0,3,24.0,7.8958,1,0,1
296,0,1,29.69911764705882,27.7208,1,1,0
297,0,3,23.5,7.2292,1,1,0
298,0,1,2.0,151.55,0,0,1
299,1,1,29.69911764705882,30.5,1,0,1
300,1,1,50.0,247.5208,0,1,0
301,1,3,29.69911764705882,7.75,0,0,0
302,1,3,29.69911764705882,23.25,1,0,0
303,0,3,19.0,0.0,1,0,1
304,1,2,29.69911764705882,12.35,0,0,0
305,0,3,29.69911764705882,8.05,1,0,1
306,1,1,0.92,151.55,1,0,1
307,1,1,29.69911764705882,110.8833,0,1,0
308,1,1,17.0,108.9,0,1,0
309,0,2,30.0,24.0,1,1,0
310,1,1,30.0,56.9292,0,1,0
311,1,1,24.0,83.1583,0,1,0
312,1,1,18.0,262.375,0,1,0
313,0,2,26.0,26.0,0,0,1
314,0,3,28.0,7.8958,1,0,1
315,0,2,43.0,26.25,1,0,1
316,1,3,26.0,7.8542,0,0,1
317,1,2,24.0,26.0,0,0,1
318,0,2,54.0,14.0,1,0,1
319,1,1,31.0,164.8667,0,0,1
320,1,1,40.0,134.5,0,1,0
321,0,3,22.0,7.25,1,0,1
322,0,3,27.0,7.8958,1,0,1
323,1,2,30.0,12.35,0,0,0
324,1,2,22.0,29.0,0,0,1
325,0,3,29.69911764705882,69.55,1,0,1
326,1,1,36.0,135.6333,0,1,0
327,0,3,61.0,6.2375,1,0,1
328,1,2,36.0,13.0,0,0,1
329,1,3,31.0,20.525,0,0,1
330,1,1,16.0,57.9792,0,1,0
331,1,3,29.69911764705882,23.25,0,0,0
332,0,1,45.5,28.5,1,0,1
333,0,1,38.0,153.4625,1,0,1
334,0,3,16.0,18.0,1,0,1
335,1,1,29.69911764705882,133.65,0,0,1
336,0,3,29.69911764705882,7.8958,1,0,1
337,0,1,29.0,66.6,1,0,1
338,1,1,41.0,134.5,0,1,0
339,1,3,45.0,8.05,1,0,1
340,0,1,45.0,35.5,1,0,1
341,1,2,2.0,26.0,1,0,1
342,1,1,24.0,263.0,0,0,1
343,0,2,28.0,13.0,1,0,1
344,0,2,25.0,13.0,1,0,1
345,0,2,36.0,13.0,1,0,1
346,1,2,24.0,13.0,0,0,1
347,1,2,40.0,13.0,0,0,1
348,1,3,29.69911764705882,16.1,0,0,1
349,1,3,3.0,15.9,1,0,1
350,0,3,42.0,8.6625,1,0,1
351,0,3,23.0,9.225,1,0,1
352,0,1,29.69911764705882,35.0,1,0,1
353,0,3,15.0,7.2292,1,1,0
354,0,3,25.0,17.8,1,0,1
355,0,3,29.69911764705882,7.225,1,1,0
356,0,3,28.0,9.5,1,0,1
357,1,1,22.0,55.0,0,0,1
358,0,2,38.0,13.0,0,0,1
359,1,3,29.69911764705882,7.8792,0,0,0
360,1,3,29.69911764705882,7.8792,0,0,0
361,0,3,40.0,27.9,1,0,1
362,0,2,29.0,27.7208,1,1,0
363,0,3,45.0,14.4542,0,1,0
364,0,3,35.0,7.05,1,0,1
365,0,3,29.69911764705882,15.5,1,0,0
366,0,3,30.0,7.25,1,0,1
367,1,1,60.0,75.25,0,1,0
368,1,3,29.69911764705882,7.2292,0,1,0
369,1,3,29.69911764705882,7.75,0,0,0
370,1,1,24.0,69.3,0,1,0
371,1,1,25.0,55.4417,1,1,0
372,0,3,18.0,6.4958,1,0,1
373,0,3,19.0,8.05,1,0,1
374,0,1,22.0,135.6333,1,1,0
375,0,3,3.0,21.075,0,0,1
376,1,1,29.69911764705882,82.1708,0,1,0
377,1,3,22.0,7.25,0,0,1
378,0,1,27.0,211.5,1,1,0
379,0,3,20.0,4.0125,1,1,0
380,0,3,19.0,7.775,1,0,1
381,1,1,42.0,227.525,0,1,0
382,1,3,1.0,15.7417,0,1,0
383,0,3,32.0,7.925,1,0,1
384,1,1,35.0,52.0,0,0,1
385,0,3,29.69911764705882,7.8958,1,0,1
386,0,2,18.0,73.5,1,0,1
387,0,3,1.0,46.9,1,0,1
388,1,2,36.0,13.0,0,0,1
389,0,3,29.69911764705882,7.7292,1,0,0
390,1,2,17.0,12.0,0,1,0
391,1,1,36.0,120.0,1,0,1
392,1,3,21.0,7.7958,1,0,1
393,0,3,28.0,7.925,1,0,1
394,1,1,23.0,113.275,0,1,0
395,1,3,24.0,16.7,0,0,1
396,0,3,22.0,7.7958,1,0,1
397,0,3,31.0,7.8542,0,0,1
398,0,2,46.0,26.0,1,0,1
399,0,2,23.0,10.5,1,0,1
400,1,2,28.0,12.65,0,0,1
401,1,3,39.0,7.925,1,0,1
402,0,3,26.0,8.05,1,0,1
403,0,3,21.0,9.825,0,0,1
404,0,3,28.0,15.85,1,0,1
405,0,3,20.0,8.6625,0,0,1
406,0,2,34.0,21.0,1,0,1
407,0,3,51.0,7.75,1,0,1
408,1,2,3.0,18.75,1,0,1
409,0,3,21.0,7.775,1,0,1
410,0,3,29.69911764705882,25.4667,0,0,1
411,0,3,29.69911764705882,7.8958,1,0,1
412,0,3,29.69911764705882,6.8583,1,0,0
413,1,1,33.0,90.0,0,0,0
414,0,2,29.69911764705882,0.0,1,0,1
415,1,3,44.0,7.925,1,0,1
416,0,3,29.69911764705882,8.05,0,0,1
417,1,2,34.0,32.5,0,0,1
418,1,2,18.0,13.0,0,0,1
419,0,2,30.0,13.0,1,0,1
420,0,3,10.0,24.15,0,0,1
421,0,3,29.69911764705882,7.8958,1,1,0
422,0,3,21.0,7.7333,1,0,0
423,0,3,29.0,7.875,1,0,1
424,0,3,28.0,14.4,0,0,1
425,0,3,18.0,20.2125,1,0,1
426,0,3,29.69911764705882,7.25,1,0,1
427,1,2,28.0,26.0,0,0,1
428,1,2,19.0,26.0,0,0,1
429,0,3,29.69911764705882,7.75,1,0,0
430,1,3,32.0,8.05,1,0,1
431,1,1,28.0,26.55,1,0,1
432,1,3,29.69911764705882,16.1,0,0,1
433,1,2,42.0,26.0,0,0,1
434,0,3,17.0,7.125,1,0,1
435,0,1,50.0,55.9,1,0,1
436,1,1,14.0,120.0,0,0,1
437,0,3,21.0,34.375,0,0,1
438,1,2,24.0,18.75,0,0,1
439,0,1,64.0,263.0,1,0,1
440,0,2,31.0,10.5,1,0,1
441,1,2,45.0,26.25,0,0,1
442,0,3,20.0,9.5,1,0,1
443,0,3,25.0,7.775,1,0,1
444,1,2,28.0,13.0,0,0,1
445,1,3,29.69911764705882,8.1125,1,0,1
446,1,1,4.0,81.8583,1,0,1
447,1,2,13.0,19.5,0,0,1
448,1,1,34.0,26.55,1,0,1
449,1,3,5.0,19.2583,0,1,0
450,1,1,52.0,30.5,1,0,1
451,0,2,36.0,27.75,1,0,1
452,0,3,29.69911764705882,19.9667,1,0,1
453,0,1,30.0,27.75,1,1,0
454,1,1,49.0,89.1042,1,1,0
455,0,3,29.69911764705882,8.05,1,0,1
456,1,3,29.0,7.8958,1,1,0
457,0,1,65.0,26.55,1,0,1
458,1,1,29.69911764705882,51.8625,0,0,1
459,1,2,50.0,10.5,0,0,1
460,0,3,29.69911764705882,7.75,1,0,0
461,1,1,48.0,26.55,1,0,1
462,0,3,34.0,8.05,1,0,1
463,0,1,47.0,38.5,1,0,1
464,0,2,48.0,13.0,1,0,1
465,0,3,29.69911764705882,8.05,1,0,1
466,0,3,38.0,7.05,1,0,1
467,0,2,29.69911764705882,0.0,1,0,1
468,0,1,56.0,26.55,1,0,1
469,0,3,29.69911764705882,7.725,1,0,0
470,1,3,0.75,19.2583,0,1,0
471,0,3,29.69911764705882,7.25,1,0,1
472,0,3,38.0,8.6625,1,0,1
473,1,2,33.0,27.75,0,0,1
474,1,2,23.0,13.7917,0,1,0
475,0,3,22.0,9.8375,0,0,1
476,0,1,29.69911764705882,52.0,1,0,1
477,0,2,34.0,21.0,1,0,1
478,0,3,29.0,7.0458,1,0,1
479,0,3,22.0,7.5208,1,0,1
480,1,3,2.0,12.2875,0,0,1
481,0,3,9.0,46.9,1,0,1
482,0,2,29.69911764705882,0.0,1,0,1
483,0,3,50.0,8.05,1,0,1
484,1,3,63.0,9.5875,0,0,1
485,1,1,25.0,91.0792,1,1,0
486,0,3,29.69911764705882,25.4667,0,0,1
487,1,1,35.0,90.0,0,0,1
488,0,1,58.0,29.7,1,1,0
489,0,3,30.0,8.05,1,0,1
490,1,3,9.0,15.9,1,0,1
491,0,3,29.69911764705882,19.9667,1,0,1
492,0,3,21.0,7.25,1,0,1
493,0,1,55.0,30.5,1,0,1
494,0,1,71.0,49.5042,1,1,0
495,0,3,21.0,8.05,1,0,1
496,0,3,29.69911764705882,14.4583,1,1,0
497,1,1,54.0,78.2667,0,1,0
498,0,3,29.69911764705882,15.1,1,0,1
499,0,1,25.0,151.55,0,0,1
500,0,3,24.0,7.7958,1,0,1
501,0,3,17.0,8.6625,1,0,1
502,0,3,21.0,7.75,0,0,0
503,0,3,29.69911764705882,7.6292,0,0,0
504,0,3,37.0,9.5875,0,0,1
505,1,1,16.0,86.5,0,0,1
506,0,1,18.0,108.9,1,1,0
507,1,2,33.0,26.0,0,0,1
508,1,1,29.69911764705882,26.55,1,0,1
509,0,3,28.0,22.525,1,0,1
510,1,3,26.0,56.4958,1,0,1
511,1,3,29.0,7.75,1,0,0
512,0,3,29.69911764705882,8.05,1,0,1
513,1,1,36.0,26.2875,1,0,1
514,1,1,54.0,59.4,0,1,0
515,0,3,24.0,7.4958,1,0,1
516,0,1,47.0,34.0208,1,0,1
517,1,2,34.0,10.5,0,0,1
518,0,3,29.69911764705882,24.15,1,0,0
519,1,2,36.0,26.0,0,0,1
520,0,3,32.0,7.8958,1,0,1
521,1,1,30.0,93.5,0,0,1
522,0,3,22.0,7.8958,1,0,1
523,0,3,29.69911764705882,7.225,1,1,0
524,1,1,44.0,57.9792,0,1,0
525,0,3,29.69911764705882,7.2292,1,1,0
526,0,3,40.5,7.75,1,0,0
527,1,2,50.0,10.5,0,0,1
528,0,1,29.69911764705882,221.7792,1,0,1
529,0,3,39.0,7.925,1,0,1
530,0,2,23.0,11.5,1,0,1
531,1,2,2.0,26.0,0,0,1
532,0,3,29.69911764705882,7.2292,1,1,0
533,0,3,17.0,7.2292,1,1,0
534,1,3,29.69911764705882,22.3583,0,1,0
535,0,3,30.0,8.6625,0,0,1
536,1,2,7.0,26.25,0,0,1
537,0,1,45.0,26.55,1,0,1
538,1,1,30.0,106.425,0,1,0
539,0,3,29.69911764705882,14.5,1,0,1
540,1,1,22.0,49.5,0,1,0
541,1,1,36.0,71.0,0,0,1
542,0,3,9.0,31.275,0,0,1
543,0,3,11.0,31.275,0,0,1
544,1,2,32.0,26.0,1,0,1
545,0,1,50.0,106.425,1,1,0
546,0,1,64.0,26.0,1,0,1
547,1,2,19.0,26.0,0,0,1
548,1,2,29.69911764705882,13.8625,1,1,0
549,0,3,33.0,20.525,1,0,1
550,1,2,8.0,36.75,1,0,1
551,1,1,17.0,110.8833,1,1,0
552,0,2,27.0,26.0,1,0,1
553,0,3,29.69911764705882,7.8292,1,0,0
554,1,3,22.0,7.225,1,1,0
555,1,3,22.0,7.775,0,0,1
556,0,1,62.0,26.55,1,0,1
557,1,1,48.0,39.6,0,1,0
558,0,1,29.69911764705882,227.525,1,1,0
559,1,1,39.0,79.65,0,0,1
560,1,3,36.0,17.4,0,0,1
561,0,3,29.69911764705882,7.75,1,0,0
562,0,3,40.0,7.8958,1,0,1
563,0,2,28.0,13.5,1,0,1
564,0,3,29.69911764705882,8.05,1,0,1
565,0,3,29.69911764705882,8.05,0,0,1
566,0,3,24.0,24.15,1,0,1
567,0,3,19.0,7.8958,1,0,1
568,0,3,29.0,21.075,0,0,1
569,0,3,29.69911764705882,7.2292,1,1,0
570,1,3,32.0,7.8542,1,0,1
571,1,2,62.0,10.5,1,0,1
572,1,1,53.0,51.4792,0,0,1
573,1,1,36.0,26.3875,1,0,1
574,1,3,29.69911764705882,7.75,0,0,0
575,0,3,16.0,8.05,1,0,1
576,0,3,19.0,14.5,1,0,1
577,1,2,34.0,13.0,0,0,1
578,1,1,39.0,55.9,0,0,1
579,0,3,29.69911764705882,14.4583,0,1,0
580,1,3,32.0,7.925,1,0,1
581,1,2,25.0,30.0,0,0,1
582,1,1,39.0,110.8833,0,1,0
583,0,2,54.0,26.0,1,0,1
584,0,1,36.0,40.125,1,1,0
585,0,3,29.69911764705882,8.7125,1,1,0
586,1,1,18.0,79.65,0,0,1
587,0,2,47.0,15.0,1,0,1
588,1,1,60.0,79.2,1,1,0
589,0,3,22.0,8.05,1,0,1
590,0,3,29.69911764705882,8.05,1,0,1
591,0,3,35.0,7.125,1,0,1
592,1,1,52.0,78.2667,0,1,0
593,0,3,47.0,7.25,1,0,1
594,0,3,29.69911764705882,7.75,0,0,0
595,0,2,37.0,26.0,1,0,1
596,0,3,36.0,24.15,1,0,1
597,1,2,29.69911764705882,33.0,0,0,1
598,0,3,49.0,0.0,1,0,1
599,0,3,29.69911764705882,7.225,1,1,0
600,1,1,49.0,56.9292,1,1,0
601,1,2,24.0,27.0,0,0,1
602,0,3,29.69911764705882,7.8958,1,0,1
603,0,1,29.69911764705882,42.4,1,0,1
604,0,3,44.0,8.05,1,0,1
605,1,1,35.0,26.55,1,1,0
606,0,3,36.0,15.55,1,0,1
607,0,3,30.0,7.8958,1,0,1
608,1,1,27.0,30.5,1,0,1
609,1,2,22.0,41.5792,0,1,0
610,1,1,40.0,153.4625,0,0,1
611,0,3,39.0,31.275,0,0,1
612,0,3,29.69911764705882,7.05,1,0,1
613,1,3,29.69911764705882,15.5,0,0,0
614,0,3,29.69911764705882,7.75,1,0,0
615,0,3,35.0,8.05,1,0,1
616,1,2,24.0,65.0,0,0,1
617,0,3,34.0,14.4,1,0,1
618,0,3,26.0,16.1,0,0,1
619,1,2,4.0,39.0,0,0,1
620,0,2,26.0,10.5,1,0,1
621,0,3,27.0,14.4542,1,1,0
622,1,1,42.0,52.5542,1,0,1
623,1,3,20.0,15.7417,1,1,0
624,0,3,21.0,7.8542,1,0,1
625,0,3,21.0,16.1,1,0,1
626,0,1,61.0,32.3208,1,0,1
627,0,2,57.0,12.35,1,0,0
628,1,1,21.0,77.9583,0,0,1
629,0,3,26.0,7.8958,1,0,1
630,0,3,29.69911764705882,7.7333,1,0,0
631,1,1,80.0,30.0,1,0,1
632,0,3,51.0,7.0542,1,0,1
633,1,1,32.0,30.5,1,1,0
634,0,1,29.69911764705882,0.0,1,0,1
635,0,3,9.0,27.9,0,0,1
636,1,2,28.0,13.0,0,0,1
637,0,3,32.0,7.925,1,0,1
638,0,2,31.0,26.25,1,0,1
639,0,3,41.0,39.6875,0,0,1
640,0,3,29.69911764705882,16.1,1,0,1
641,0,3,20.0,7.8542,1,0,1
642,1,1,24.0,69.3,0,1,0
643,0,3,2.0,27.9,0,0,1
644,1,3,29.69911764705882,56.4958,1,0,1
645,1,3,0.75,19.2583,0,1,0
646,1,1,48.0,76.7292,1,1,0
647,0,3,19.0,7.8958,1,0,1
648,1,1,56.0,35.5,1,1,0
649,0,3,29.69911764705882,7.55,1,0,1
650,1,3,23.0,7.55,0,0,1
651,0,3,29.69911764705882,7.8958,1,0,1
652,1,2,18.0,23.0,0,0,1
653,0,3,21.0,8.4333,1,0,1
654,1,3,29.69911764705882,7.8292,0,0,0
655,0,3,18.0,6.75,0,0,0
656,0,2,24.0,73.5,1,0,1
657,0,3,29.69911764705882,7.8958,1,0,1
658,0,3,32.0,15.5,0,0,0
